,gene_length
AT4G28620,2428.0
AT5G26692,677.0
AT3G05150,3588.0
AT5G05180,2463.0
AT5G05440,1540.0
AT3G18490,2205.0
AT5G19530,2470.5
AT2G25130,2105.0
AT3G56750,2365.0
AT1G76680,1909.5
AT3G24860,1060.0
AT4G01897,1283.0
AT4G29170,2630.0
AT3G29255,4324.0
AT3G29440,406.0
AT4G20565,861.0
AT2G45890,2353.0
AT2G16680,3992.0
AT1G30510,2203.0
AT1G32650,194.0
AT2G03330,5663.0
AT4G35700,1016.0
AT3G30814,3604.0
AT1G20140,1552.0
AT3G57830,3082.0
AT4G11760,1263.0
AT1G42560,3012.0
AT3G45775,4440.0
AT2G02210,4670.0
AT1G19290,3163.0
AT3G14080,1853.0
AT3G63540,1163.0
AT4G36650,2521.5
AT1G34825,484.0
AT5G52090,2031.0
AT4G20200,2480.0
AT5G47930,1370.0
AT4G14160,5943.0
AT5G66700,1611.0
AT3G53870,1595.0
AT4G12545,660.0
AT1G03270,3511.0
AT5G29708,2946.0
AT3G07700,4318.5
AT1G46984,1113.0
AT1G14450,1439.0
AT1G20010,3114.0
AT5G01800,2351.0
AT1G10210,1962.0
AT5G66760,4090.0
AT1G26580,3001.0
AT3G45253,5332.0
AT1G07560,3834.0
AT1G71960,5855.0
AT5G25580,2916.0
AT1G32080,2655.0
AT1G80550,1909.0
AT3G57210,1346.0
AT4G02990,2262.0
AT5G52010,1729.0
AT1G75410,2943.0
AT4G11070,1594.5
AT1G16670,2655.0
AT5G55940,2087.0
AT1G06380,1311.0
AT4G36860,3787.0
AT3G24530,2537.0
AT1G41755,3680.0
AT5G52950,3305.0
AT1G52810,1111.0
AT2G07400,4635.0
AT1G19115,1649.5
AT1G05160,3599.0
AT1G73010,1821.0
AT1G09030,422.0
AT5G35777,4575.0
AT4G31150,2424.0
AT2G05105,601.0
AT1G12000,3976.0
AT5G35602,5226.0
AT5G60320,2028.0
AT3G08490,1419.0
AT4G06562,1026.0
AT1G74088,1671.0
AT5G28641,3907.0
AT4G05586,5668.0
AT1G65985,6380.5
AT1G63710,1896.0
AT5G62100,1719.0
AT1G50820,4371.5
AT1G11925,804.0
AT2G32785,291.0
AT4G06538,2466.0
AT2G48150,1399.0
AT1G23690,1508.0
AT5G43415,5802.0
AT5G23590,2720.5
AT5G62090,4277.0
AT3G60040,3792.0
AT3G29636,894.0
AT5G45360,2383.0
AT4G05638,6135.0
AT5G46880,4640.0
AT2G06165,744.0
AT1G08860,4382.0
AT1G43580,2365.0
AT3G57580,1889.0
AT4G16010,3549.0
AT1G01970,1848.0
AT5G55600,3797.0
AT5G66710,2206.0
AT4G15450,2105.0
AT5G22100,2061.0
AT4G03750,1685.0
AT5G19315,384.0
AT3G21210,2863.0
AT4G33940,1825.5
AT1G69030,2105.0
AT4G02680,4090.0
AT5G03435,2630.0
AT5G13020,2691.0
AT1G59171,1020.0
AT5G48070,1631.0
AT4G29260,1452.0
AT3G08800,4282.0
AT4G33050,2711.0
AT1G62530,2080.5
AT1G66740,1537.0
AT2G22760,1438.0
AT1G65483,1338.0
AT5G17480,603.0
AT5G63300,796.0
AT1G06890,3270.0
AT1G47220,1522.0
AT4G28730,1833.5
AT3G16700,2101.0
AT3G43357,5235.0
AT2G17043,520.0
AT3G29020,1089.0
AT5G28650,1606.0
AT4G10910,744.0
AT5G38392,654.0
AT1G44350,4353.0
AT5G65100,1701.0
AT5G25540,1562.0
AT3G20470,1060.0
AT1G60815,246.0
AT3G12850,1930.0
AT5G02380,747.0
AT4G18820,4771.0
AT3G45980,727.0
AT2G29540,1736.0
AT1G06475,574.0
AT1G16500,1424.0
AT3G03210,1606.0
AT1G04690,2381.0
AT5G01881,429.0
AT2G29230,3464.0
AT5G27830,1652.0
AT4G24070,301.0
AT5G05600,2682.0
AT2G22590,1624.0
AT4G08103,2916.0
AT1G62515,694.0
AT3G17070,2522.0
AT3G48280,1847.0
AT5G13940,5058.5
AT4G29330,2573.5
AT5G17770,2628.0
AT1G72970,3208.0
AT5G09880,3903.0
AT5G38930,1002.0
AT5G12990,551.0
AT1G30790,1354.0
AT5G49390,5288.0
AT2G34186,96.0
AT5G39350,2088.0
AT1G29430,834.0
AT5G11840,1500.0
AT5G02230,2550.0
AT5G37000,2673.0
AT1G12810,1558.0
AT1G29179,1492.0
AT2G30880,3324.0
AT1G80880,2357.0
AT3G60570,1361.0
AT3G30780,2193.0
AT3G59650,1059.5
AT5G48640,2325.0
AT5G23750,1923.0
AT1G55865,1451.0
AT5G38397,364.0
AT4G16000,1028.0
AT3G20940,2064.0
AT4G31290,2710.0
AT3G44180,922.0
AT3G52115,2345.0
AT3G32110,6000.0
AT2G06570,2300.0
AT3G14890,4557.0
AT2G20362,1092.0
AT1G68720,4640.0
AT1G75310,5408.5
AT2G21710,2661.0
AT1G51830,3388.5
AT2G25200,1540.0
AT3G51110,2244.0
AT1G79700,3337.0
AT4G00870,1777.0
AT2G48160,7491.0
AT1G05950,3270.0
AT3G42680,530.0
AT5G62600,9914.0
AT2G45405,412.5
AT2G12950,1896.0
AT4G03950,1594.0
AT1G62410,955.0
AT4G15590,7011.0
AT4G15245,535.0
AT4G14270,1143.5
AT5G10890,1387.0
AT1G73190,1389.0
AT2G47245,914.0
AT5G57130,4669.0
AT4G34345,508.0
AT5G66510,1920.0
AT5G37473,318.0
AT3G44840,1342.0
AT3G50870,1662.0
AT1G21500,1404.0
AT2G23510,2053.0
AT5G45573,819.0
AT1G30360,3516.0
AT4G19230,2643.0
AT1G33880,1196.0
AT1G53700,1861.0
AT5G50930,2413.0
AT4G38250,1667.0
AT3G15340,2945.0
AT1G23915,1288.0
AT1G43770,2578.0
AT3G54060,2268.5
AT4G21030,585.0
AT3G43870,975.0
AT4G08034,816.0
AT5G35923,609.0
AT2G37940,3371.5
AT4G21960,2536.0
AT1G27060,1767.0
AT1G11580,2173.0
AT1G13143,685.0
AT5G63800,5835.0
AT5G29043,3955.0
AT5G16850,5055.5
AT1G06840,5761.0
AT2G48070,1328.0
AT2G18193,1933.0
AT5G18933,958.0
AT1G31020,1933.0
AT4G15930,1907.0
AT1G08590,3743.0
AT3G20997,339.0
AT1G18660,4924.0
AT1G34220,3195.0
AT3G27560,2677.0
AT3G31312,1079.0
AT3G58800,1701.0
AT5G52560,4204.0
AT5G19600,4233.0
AT1G51250,792.0
AT5G25320,2517.0
AT5G44010,2931.0
AT1G20803,552.0
AT1G43785,5051.0
AT5G05690,4100.0
AT3G12180,1535.0
AT4G37780,1515.0
AT3G55170,1462.0
AT4G09930,1524.0
AT4G39952,2638.0
AT1G64980,1921.0
AT4G08652,310.0
AT4G13620,1449.0
AT1G56600,2099.0
AT5G07390,3852.0
AT1G04400,3032.0
AT2G29710,1771.0
AT3G42875,1239.0
AT3G46960,7204.0
AT2G03860,739.0
AT1G29080,1312.0
AT3G50620,1992.0
AT4G06499,3951.0
AT2G38920,2864.5
AT2G29920,961.0
AT1G53720,3239.0
AT2G47260,2297.0
AT3G44330,4614.0
AT1G43620,4815.0
AT1G51090,1284.0
AT1G58420,951.0
AT3G01710,2026.0
AT4G28660,1267.0
AT3G51630,3271.0
AT3G60340,2357.5
AT5G24280,10893.0
AT3G22810,3321.0
AT5G38580,679.0
AT2G02061,1497.5
AT2G43795,1459.0
AT2G26450,2573.0
AT5G15790,2243.0
AT1G01490,2606.0
AT1G68890,8690.0
AT1G61840,2743.0
AT2G41260,1233.5
AT3G06930,4275.5
AT4G23515,1587.5
AT3G62030,1813.0
AT3G04410,369.0
AT3G13350,2542.0
AT5G44572,2251.0
AT5G66370,625.0
AT5G04940,2917.5
AT3G17890,1270.0
AT5G06190,825.5
AT1G10300,2273.0
AT3G20250,4471.0
AT1G35467,324.0
AT1G08230,3326.0
AT2G28360,5941.0
AT2G16225,378.0
AT2G10390,677.0
AT1G52390,312.0
AT1G22290,1136.5
AT1G09860,1396.0
AT5G66110,1150.0
AT2G39710,1654.0
AT1G64540,1679.0
AT3G25150,3065.0
AT5G45690,1318.0
AT1G05490,4986.0
AT5G27880,970.0
AT5G59600,2057.0
AT2G28625,747.0
AT5G30490,2525.0
AT2G19710,3952.0
AT1G11720,5585.5
AT5G11970,976.0
AT3G28705,5297.0
AT5G14550,2327.0
AT5G27238,531.0
AT5G60290,980.0
AT3G44755,898.0
AT4G17090,2441.0
AT4G06650,4004.0
AT1G07860,521.0
AT3G17570,1156.0
AT3G28005,771.0
AT1G33890,1672.0
AT4G21620,819.5
AT3G43600,5714.0
AT1G59980,2963.0
AT1G59675,571.0
AT2G03220,2172.0
AT5G42700,2190.5
AT1G04800,1027.0
AT2G04390,1689.0
AT1G03710,1135.5
AT2G06045,387.0
AT5G39170,595.0
AT4G28700,1749.0
AT5G52750,986.5
ATMG00070,573.0
AT2G05250,3367.0
AT3G13840,1749.0
AT1G35100,788.0
AT4G03830,2019.0
AT1G68526,511.0
AT5G17305,225.0
AT3G04700,1157.0
AT4G25850,3319.0
AT3G42725,870.0
AT5G17470,454.0
AT3G12950,2774.0
AT4G18422,489.0
AT5G45500,3040.0
AT2G06640,687.0
AT5G43540,840.0
AT4G23493,1030.0
AT1G24490,3057.5
AT2G16600,1050.5
AT5G39410,2559.0
AT3G23750,3707.0
AT3G57550,2742.0
AT2G18640,1443.0
AT5G54130,2920.0
AT2G25820,1050.0
AT1G77670,2237.0
AT2G31760,1898.0
AT1G34230,880.0
AT4G24550,3315.0
AT2G04100,2437.0
AT2G34185,1471.0
AT5G26780,4024.5
AT1G22260,4568.0
AT1G54475,636.0
AT2G23460,3658.0
AT1G10550,1976.0
AT3G24517,536.0
AT5G29562,4632.0
AT5G24860,758.0
AT3G62160,1830.0
AT3G60630,2424.0
AT2G19660,2172.0
AT4G20870,2347.0
AT1G40087,2254.0
AT4G33720,877.0
AT2G20562,888.0
AT1G66580,1717.0
AT3G44460,2475.0
AT3G49960,1709.0
AT5G22050,2368.5
AT5G23903,678.0
AT2G10690,3780.0
AT3G47640,2260.0
AT3G61723,521.0
AT4G31790,1759.0
AT1G78940,3340.0
AT3G47675,864.0
AT4G05497,1117.0
AT3G09880,2929.0
AT1G80890,1083.0
AT4G05450,2093.0
AT4G08490,3090.0
AT2G31080,3990.0
AT5G01390,2109.0
AT1G36460,2460.0
AT2G42210,1640.0
AT1G08820,4128.0
AT1G80620,2432.0
AT1G70000,1783.5
AT2G01770,1800.0
AT1G17730,1359.0
AT4G07498,1596.0
AT3G61310,5541.0
AT3G62480,591.0
AT4G03745,1792.0
AT4G28990,2138.5
AT1G61130,2975.0
AT3G18470,1001.0
AT4G14310,3616.0
AT5G54070,1669.0
AT1G10830,1923.0
AT5G57200,3329.0
AT5G43170,702.0
AT2G32000,5927.5
AT3G48770,8657.5
AT5G28462,547.0
AT3G50610,827.0
AT4G40070,1559.0
AT1G11230,1216.0
AT1G29960,1579.0
AT5G06820,4039.0
AT5G66360,1687.0
AT4G37520,1683.0
AT1G15415,748.0
AT2G14247,1094.0
AT5G45760,2127.5
AT5G53140,4162.5
AT1G28330,1372.0
AT1G61140,6228.0
AT4G24320,1762.0
AT4G15900,4143.0
AT5G23270,2215.0
AT5G60790,2858.0
AT1G02710,291.0
AT4G33960,615.0
AT4G23110,714.0
AT5G16360,1478.0
AT2G31370,2584.0
AT5G65240,3791.5
AT4G11540,1695.0
AT2G34360,3038.0
AT3G11460,1872.0
AT3G27150,2318.5
AT4G15880,3587.5
AT3G07870,1910.0
AT5G09400,4673.0
AT1G07250,1850.0
AT5G38880,6312.0
AT2G31690,1455.0
AT1G53920,2180.0
AT2G03230,459.0
AT2G36790,1694.0
AT1G73710,3765.0
AT3G56440,2993.0
AT5G62930,1792.0
AT1G59406,1668.0
AT5G56250,4569.0
AT1G75640,3812.0
ATCG00270,1062.0
AT3G18690,984.0
AT1G48360,4641.0
AT4G08455,1209.0
AT1G66110,1276.0
AT5G35737,372.0
AT5G36350,485.0
AT1G21720,2109.0
AT1G76280,5201.0
AT1G77140,4102.0
AT3G28980,1817.0
AT5G43480,246.0
AT1G64590,2033.0
AT2G32835,288.0
AT5G67250,2719.0
AT3G53460,2309.5
AT1G77390,2632.0
AT5G28300,3005.0
AT2G18060,3417.0
AT4G02010,4403.0
AT5G66890,1529.0
AT3G30721,2337.0
AT5G60553,390.0
AT4G00920,1616.0
AT5G47229,156.0
AT1G24350,1614.0
AT5G46200,2530.0
AT4G13940,2321.0
AT5G01380,1992.0
AT5G66290,1923.0
AT1G51990,1719.0
AT5G18570,3373.0
AT3G62510,683.0
AT1G02010,4680.0
AT1G17065,1728.0
AT3G49305,787.0
AT4G00238,1399.0
AT3G05900,2360.5
AT3G29075,1550.0
AT4G03495,937.0
AT4G06639,507.0
AT1G13700,1549.0
AT1G23780,1868.0
AT3G07650,2909.5
AT5G21090,2792.0
AT5G52530,4138.0
AT1G26670,2241.0
AT5G54095,822.0
AT1G64650,2869.5
AT5G17560,1607.0
AT4G08033,1131.0
AT4G40080,1404.0
AT5G38150,2326.0
AT5G61740,4256.0
AT5G40210,2688.0
AT5G37320,1787.0
AT1G49720,2623.0
AT1G60360,1230.0
AT1G42410,2347.0
AT2G22750,1785.0
AT2G43190,2089.0
AT1G23000,1896.5
AT3G17770,4565.0
AT3G10330,2255.0
AT2G37270,1668.5
AT1G30680,4994.0
AT1G66370,1173.0
AT5G28910,2571.5
AT1G65280,3641.0
AT4G05613,3090.0
AT2G13422,105.0
AT2G38770,7487.0
AT3G07600,814.5
AT3G59480,1610.0
AT5G36360,357.0
AT3G01120,3401.0
AT1G50910,2510.0
AT5G45510,4840.0
AT4G04840,2218.0
AT1G14380,3360.0
AT2G05435,674.0
AT5G53380,2138.0
AT1G69160,1778.0
AT3G03405,921.0
AT4G28160,686.0
AT3G43141,2700.0
AT5G04020,5201.5
AT4G32260,1185.0
AT1G30950,1517.0
AT1G34840,264.0
AT3G47320,508.0
AT3G60720,2104.0
AT4G18190,1579.0
AT2G10310,3424.0
AT1G67330,1323.0
AT3G29230,2626.0
AT5G20300,3643.0
AT1G72690,813.0
AT3G27495,267.0
AT3G60965,9903.0
AT4G11550,2947.0
AT4G18800,1712.0
AT1G15060,3560.0
AT2G27370,1700.0
AT1G74840,1739.0
AT3G11760,3358.0
AT3G42630,1670.0
AT5G39024,96.0
AT5G60670,1096.0
AT2G45460,5029.5
AT2G43980,3392.0
AT3G59060,2578.0
AT2G23260,1513.0
AT4G02425,1770.0
AT2G11522,631.0
AT5G43830,2104.0
AT3G42148,108.0
AT2G44980,4488.0
AT3G30530,856.0
AT1G71520,899.0
AT2G04520,1399.0
AT5G57610,4904.0
AT3G17150,938.0
AT1G05540,1657.0
AT2G04930,834.0
AT3G28925,1724.0
AT1G49430,4315.0
AT2G10320,2618.0
AT1G76850,6629.0
AT4G21000,1228.0
AT2G40820,3744.0
AT3G06650,4438.0
AT5G17450,1782.0
AT1G04070,690.0
AT5G18140,2393.0
AT2G05720,1024.0
AT5G08510,2758.0
AT4G36960,2823.0
AT1G36623,290.0
AT3G14390,2764.0
AT4G06604,5637.0
AT1G68430,945.0
AT4G29530,1510.5
AT5G44000,1996.0
AT4G34340,1451.5
AT4G23620,2035.0
AT5G09370,1183.0
AT3G03720,4447.0
AT3G07230,759.0
AT5G62640,3109.0
AT4G25840,2141.0
AT1G45180,3415.5
AT1G29140,1324.0
AT5G63630,3451.5
AT5G05900,2158.0
AT2G39990,2269.0
AT3G52430,3356.0
AT2G38640,1140.0
AT1G73700,2362.0
AT5G21070,1827.0
AT2G01045,1200.0
AT2G43600,1101.5
AT4G34280,3845.0
AT1G03300,2054.0
AT3G13437,620.0
AT5G37360,3063.0
AT4G00290,2741.0
AT4G12495,282.0
AT1G12330,2330.0
AT3G13070,4235.0
AT4G03175,782.0
AT1G66880,5637.0
AT1G09040,4157.0
AT4G30370,1060.0
AT1G50930,885.0
AT1G68700,531.0
AT4G23770,1333.0
AT1G18130,2905.0
AT2G27410,993.0
AT3G20080,2592.0
AT5G51530,4601.5
AT5G56795,978.0
AT5G55690,1122.0
AT3G12640,3623.0
AT1G65330,1080.0
AT3G43460,2696.0
AT4G25315,1828.0
AT4G21650,3578.0
AT5G40250,1909.0
AT2G01950,3701.0
AT1G77920,2703.0
AT4G31730,1063.0
AT2G20500,925.0
AT4G23220,2791.0
AT1G18280,1213.0
AT4G21070,4767.0
AT5G09970,2295.0
AT2G32040,2859.5
AT1G63990,1998.5
AT2G14160,549.0
AT1G47260,3934.0
AT2G25890,818.5
AT1G48620,3022.0
AT3G03680,3545.0
AT2G36000,2029.0
AT3G21510,2078.0
AT4G09950,1615.5
AT3G27960,3020.0
AT2G43480,1451.0
AT1G18900,3631.0
AT4G09850,822.0
AT1G74910,3607.0
AT2G16690,723.0
AT2G29480,1124.0
AT5G02910,2035.0
AT1G17930,2626.0
AT1G29600,2500.0
AT1G80820,2326.0
AT4G12650,2893.0
AT4G01600,1127.0
AT2G04425,530.0
AT1G22510,1973.5
AT4G36190,3053.0
AT3G05740,3280.0
AT2G04950,1969.0
AT2G39010,2822.0
AT3G22100,832.0
AT5G55160,1418.5
AT2G31800,3594.0
AT1G17540,3723.0
AT2G05030,618.0
AT3G08020,4412.0
AT1G02100,2989.0
AT1G71780,1697.0
AT3G43530,2932.0
AT4G05350,621.0
AT5G60140,1652.0
AT5G19855,1852.0
AT2G42450,2999.0
AT2G17230,1757.0
AT2G40780,1315.5
AT4G12520,878.0
AT1G39990,1880.0
AT3G04280,1238.0
AT5G60180,1261.0
AT5G66410,2260.0
ATMG01275,1167.0
AT1G37210,2706.0
AT1G63680,3573.0
AT5G18070,2367.0
AT2G17910,4035.0
AT5G36940,4270.0
AT5G25590,3530.0
AT1G69060,3132.0
AT5G58750,1510.5
AT3G30746,2289.0
AT2G13000,3978.0
AT2G07671,776.0
AT5G10340,1924.0
AT1G25420,2295.5
AT2G06420,1623.0
AT3G02430,909.0
AT2G24915,540.0
AT1G21120,1598.0
AT5G01450,3134.0
AT3G52710,1434.0
AT5G57930,1926.0
AT2G14950,2253.0
AT1G04750,1687.0
AT2G06710,2076.0
AT3G21160,4681.5
AT2G30120,1825.0
AT4G27660,1090.0
AT3G48780,4233.0
AT2G07480,1282.0
AT3G08670,3394.0
AT2G45530,1043.0
AT4G06561,2061.0
AT5G01710,2123.0
AT2G41510,2823.0
AT5G21105,5155.0
AT1G74920,3788.5
AT5G39715,904.0
AT5G02260,2201.0
AT4G25810,1534.0
AT2G13700,3211.0
AT1G77380,2512.0
AT1G65320,3119.0
AT1G65670,2235.0
AT2G01470,2561.0
AT3G14517,2299.0
AT5G45180,2408.0
AT3G46355,2072.0
AT1G18640,2518.5
AT1G61480,3371.0
AT5G40590,1117.0
AT5G59200,1639.0
AT4G01970,3289.5
AT1G03210,1443.0
AT1G73000,986.0
AT1G80865,1020.0
AT5G19300,2899.0
AT5G10490,4570.0
AT1G03060,14891.0
AT4G36630,4506.5
AT5G44200,2402.5
AT4G38860,1048.0
AT3G48720,3331.0
AT5G07720,1724.0
AT3G02180,944.0
AT3G22845,1566.0
AT5G46240,3897.0
AT3G11590,2905.5
AT2G12760,4702.0
AT1G71760,1225.0
AT5G43350,2390.0
AT4G08102,505.0
AT2G25685,587.0
AT5G03406,2147.0
AT1G53690,1111.0
AT5G15620,1672.0
AT4G05589,2907.0
AT3G44220,1901.0
AT3G32962,541.0
AT4G07668,2585.0
AT5G64600,3189.0
AT1G76760,1480.0
AT4G02610,1729.0
AT2G21800,3835.0
AT4G29490,3738.0
AT3G50260,969.0
AT1G53285,536.0
AT1G23500,1405.0
AT5G59865,751.0
AT1G32580,2162.0
AT2G16520,659.0
AT5G46280,4055.0
AT1G27430,6456.0
AT2G07210,1705.0
AT2G45250,1566.0
AT4G34500,3352.0
AT1G36040,1564.0
AT2G23987,1229.0
AT2G20620,1325.0
AT5G03800,2913.0
AT1G63220,1626.5
AT3G15390,3687.0
AT3G23890,6731.0
AT1G76020,1576.0
AT5G11850,5091.0
AT4G21215,3414.0
AT5G25170,1752.0
AT2G28760,2889.0
AT3G12490,1315.0
AT3G50840,2473.0
AT1G14440,2198.5
AT1G66440,2356.0
AT3G02070,2682.0
AT3G58140,2842.0
AT1G12790,2477.0
AT3G06060,2384.5
AT1G02400,2843.0
AT5G39245,3795.0
AT1G35950,1080.0
AT2G23360,4303.0
AT3G16450,1597.0
AT2G20570,2399.0
AT3G61730,2049.0
AT4G39930,751.0
AT1G28305,807.0
ATCG01040,987.0
AT3G18080,2992.0
AT5G51230,5829.0
AT5G40200,3242.0
AT2G07180,2771.0
AT1G79410,1931.0
AT1G50770,2045.0
AT5G04360,7328.0
AT5G44260,1719.0
AT1G66640,1574.0
AT3G02140,1815.0
AT2G12010,1943.0
AT4G28485,734.0
AT1G04970,2540.0
AT1G64810,1961.5
AT1G63120,2336.0
AT5G51470,2126.0
AT2G17150,4900.0
AT3G45525,556.0
AT4G23015,276.0
AT3G29792,4506.0
ATCG00470,399.0
AT3G23980,5628.0
AT5G03450,3611.0
AT3G52630,830.0
AT3G53960,2965.0
AT4G39670,1224.0
AT3G42150,2061.0
AT1G70580,3506.5
AT3G56620,2138.0
AT5G62840,1282.0
AT4G01860,6988.0
AT3G50150,1916.0
AT5G65610,1587.0
AT4G07932,1227.0
AT3G11840,1631.0
AT5G31651,1309.0
AT5G67310,1871.0
AT2G17120,1890.0
AT2G05752,1224.0
AT2G14890,1553.5
ATCG01120,267.0
AT3G30837,2824.0
AT1G06750,2805.0
AT1G68980,2076.0
AT4G24560,5777.0
AT3G48100,2524.0
AT5G63000,1641.0
AT2G29740,1741.0
AT2G44993,1402.0
AT5G45870,714.0
AT1G50110,2221.5
AT2G06270,2086.0
AT3G21280,3817.0
AT3G22580,384.0
AT2G28200,1431.0
AT3G19900,2706.0
AT3G19160,1291.0
AT2G34350,2385.5
AT3G24710,201.0
AT4G09455,4401.0
AT1G20870,2112.5
AT2G44450,2549.5
AT4G05555,2823.0
AT3G30280,1332.0
AT5G54440,8003.0
AT2G07580,1799.0
AT4G32860,967.0
AT3G58990,1246.0
AT4G05475,1996.0
AT4G03440,3676.0
AT2G34180,1722.0
AT1G45201,5174.0
AT1G14160,1287.0
AT3G59330,1539.0
AT2G10220,2214.0
AT3G42052,7144.0
AT3G42438,2475.0
AT5G37165,1355.0
AT3G04530,1323.0
AT1G50560,2083.0
AT1G69470,423.0
AT5G16090,1555.0
AT4G11250,990.0
AT3G50710,1783.0
AT5G29580,3486.0
AT5G04853,177.0
AT1G64400,4266.0
AT2G47935,1247.0
AT2G10670,2932.0
AT1G45976,1528.0
AT1G72600,1562.5
AT1G08530,2068.0
AT4G30350,3666.0
AT2G15010,876.0
AT3G47836,1548.0
AT1G53460,2526.0
AT5G52220,610.5
AT4G07943,642.0
AT1G53680,845.0
AT3G13075,282.0
AT3G52660,3356.0
AT4G13615,1262.0
AT2G37140,653.0
AT5G61730,4425.0
AT1G54920,4485.0
AT1G23020,3819.0
AT1G59640,2151.0
AT3G01820,1971.0
AT5G16790,1595.0
AT1G73500,1553.0
AT1G18610,3926.0
AT3G61380,3095.0
AT1G21290,732.0
AT3G14860,2716.5
AT4G03510,2015.5
AT4G03790,5773.0
AT2G31650,7160.0
AT4G06750,1775.0
AT4G26730,731.0
AT1G73620,1816.0
AT4G27050,2263.0
AT2G14455,1308.0
AT1G54400,1275.0
AT3G43280,474.0
AT4G24380,1150.5
AT5G54410,660.0
AT1G61330,1553.0
AT5G45455,556.0
AT5G40910,4628.0
AT4G16350,1505.0
AT3G13662,1409.0
AT5G16800,2325.0
AT5G14830,3334.0
AT5G18610,3311.0
AT4G02950,957.0
AT3G28180,3555.0
AT1G51130,2526.0
AT5G42570,1506.0
AT5G03320,2479.0
AT1G22200,3267.0
AT1G03390,1386.0
AT4G19180,3210.0
AT4G36110,940.0
AT5G04267,270.0
AT5G59105,595.0
AT4G39290,1098.0
AT1G17470,3485.0
AT4G08780,4186.0
AT2G28340,2591.0
AT3G28810,1717.0
AT3G47080,2442.0
AT5G25995,296.0
AT1G51930,399.0
AT3G29770,2717.0
AT4G12000,2684.0
AT3G60680,2147.0
AT4G13251,938.0
AT5G44416,3858.0
AT1G69800,2111.0
AT4G31100,3122.0
AT3G09863,132.0
AT1G36520,5970.0
AT4G00140,2284.0
AT1G61100,3765.5
AT1G45688,1854.0
AT5G01410,1775.0
AT2G40490,2398.0
AT3G20200,3939.0
AT1G09190,1614.0
AT1G01420,1666.0
AT2G34420,1045.0
AT4G23740,2872.5
AT2G05560,4907.0
AT4G07455,589.0
AT4G06589,5163.0
AT4G33790,3861.0
AT5G16210,7474.0
AT5G58130,2770.0
AT1G26210,1169.0
AT1G69900,1750.0
AT1G36406,995.0
AT1G18773,1159.5
AT1G09150,3130.0
AT5G63100,1430.0
AT4G18900,2705.0
AT4G06595,2331.0
AT5G10500,2823.0
AT2G20050,5180.5
AT4G23870,1006.0
AT1G51680,2801.0
AT4G21110,1656.5
AT2G30370,2481.0
AT5G15160,1570.0
AT2G26680,1775.0
AT2G35670,4192.0
AT4G34480,3213.0
AT2G30150,1641.5
AT5G50770,2046.0
AT5G46470,7189.0
AT1G26570,2386.0
AT3G17660,1722.0
AT5G54700,2572.5
AT4G28020,2012.0
AT4G17180,1858.0
AT5G54670,4850.0
AT3G30680,3903.0
AT2G10510,4275.0
AT3G62070,1050.0
AT2G31510,5021.0
AT2G46980,4689.0
AT1G08980,2271.0
AT2G22088,666.0
AT3G16490,1918.0
AT4G08610,2358.0
AT5G12270,1528.0
AT3G32135,2349.0
AT5G14640,3175.0
AT4G33010,4717.0
AT3G63390,936.0
AT1G02050,1630.0
AT1G09680,2092.0
AT1G48660,2139.0
AT4G37435,1612.0
AT5G57950,1704.5
AT3G28715,2797.0
AT5G62710,3400.0
AT2G38410,3761.0
AT1G27550,518.0
AT5G57660,1653.0
AT5G43290,1414.0
AT5G16310,1895.0
AT4G17800,1595.0
AT1G70760,1183.0
AT1G20390,6068.0
AT3G17800,2042.0
AT1G44140,420.0
AT5G19190,1479.0
AT5G20790,995.0
AT5G05830,1417.0
AT2G27880,5612.0
AT5G28345,2014.0
AT4G36791,207.0
AT5G40610,2578.0
AT3G62615,495.0
AT3G62700,5653.0
AT3G27290,2072.0
AT4G12750,7019.0
AT4G19920,1330.0
AT2G06540,5339.0
AT5G29565,3807.0
AT5G16580,1832.0
AT2G16740,1334.0
AT1G09850,2466.0
AT1G61563,528.0
AT4G22820,1340.0
AT5G42410,612.0
AT2G11626,994.0
AT3G20490,3026.0
AT1G18590,1499.0
AT3G02380,2399.0
AT2G04920,1131.0
AT5G12400,8168.0
AT3G50000,2624.0
AT3G32020,609.0
AT2G43250,2509.0
AT4G33860,2458.0
AT3G53570,3350.0
AT1G51480,2763.0
AT1G72810,2598.0
AT3G51250,2571.0
AT4G38040,2105.0
AT4G24330,2906.0
AT3G13430,1817.0
AT3G43840,1151.0
AT1G12211,3240.0
AT4G10610,2520.0
AT4G00570,4344.0
AT3G23770,2003.0
AT5G25090,800.0
AT5G58210,2276.0
AT2G01037,6168.0
AT3G49750,1153.5
AT1G11480,2887.5
AT5G40240,3226.0
AT5G06830,3132.0
AT3G21710,1579.0
AT1G25375,3319.0
AT3G27850,959.0
AT1G15610,1053.0
AT2G32250,4059.0
AT3G07530,3744.0
AT3G19508,721.0
AT2G30010,3696.5
AT3G09080,5641.0
AT5G35640,1009.0
AT3G07250,3541.0
AT4G17670,1369.0
AT2G34825,537.0
AT3G53770,654.5
AT1G27730,1303.0
AT1G40129,3484.0
AT5G25860,1517.0
AT2G29240,4442.0
AT1G01690,3382.0
AT2G46990,1358.0
AT1G15385,627.0
AT5G25190,1141.0
AT1G24170,1852.0
AT3G48187,2541.0
AT5G18970,1432.0
AT1G10657,1646.0
AT3G32270,913.0
