Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000109451	Ensembl Gene Model	MGI:5010314	Gm18129	predicted gene, 18129	pseudogene
ENSMUSG00000029001	Ensembl Gene Model	MGI:1354744	Fbxo44	F-box protein 44	protein coding gene
ENSMUSG00000033039	Ensembl Gene Model	MGI:105870	Micall1	microtubule associated monooxygenase, calponin and LIM domain containing -like 1	protein coding gene
ENSMUSG00000037544	Ensembl Gene Model	MGI:2183453	Dlgap5	DLG associated protein 5	protein coding gene
ENSMUSG00000114952	Ensembl Gene Model	MGI:5588876	Gm29717	predicted gene, 29717	pseudogene
ENSMUSG00000030068	Ensembl Gene Model	MGI:5313143	Gm20696	predicted gene 20696	protein coding gene
ENSMUSG00000089933	Ensembl Gene Model	MGI:3801814	Gm16101	predicted gene 16101	pseudogene
ENSMUSG00000044149	Ensembl Gene Model	MGI:1924536	Nkrf	NF-kappaB repressing factor	protein coding gene
ENSMUSG00000104530	Ensembl Gene Model	MGI:3648504	Gm6077	predicted gene 6077	pseudogene
ENSMUSG00000081126	Ensembl Gene Model	MGI:3783226	Gm15784	predicted gene 15784	pseudogene
ENSMUSG00000093546	Ensembl Gene Model	MGI:3757679	Vmn2r-ps7	vomeronasal 2, receptor, pseudogene 7	pseudogene
ENSMUSG00000072718	Ensembl Gene Model	MGI:1321093	Klra10	killer cell lectin-like receptor subfamily A, member 10	protein coding gene
ENSMUSG00000041685	Ensembl Gene Model	MGI:3505790	Fcho2	FCH domain only 2	protein coding gene
ENSMUSG00000020649	Ensembl Gene Model	MGI:98181	Rrm2	ribonucleotide reductase M2	protein coding gene
ENSMUSG00000110932	Ensembl Gene Model	MGI:6098247	Gm48640	predicted gene, 48640	pseudogene
ENSMUSG00000034911	Ensembl Gene Model	MGI:1922920	Ushbp1	USH1 protein network component harmonin binding protein 1	protein coding gene
ENSMUSG00000067144	Ensembl Gene Model	MGI:1859559	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	protein coding gene
ENSMUSG00000044636	Ensembl Gene Model	MGI:2386852	Csrnp2	cysteine-serine-rich nuclear protein 2	protein coding gene
ENSMUSG00000061295	Ensembl Gene Model	MGI:3031095	Or4c126	olfactory receptor family 4 subfamily C member 126	protein coding gene
ENSMUSG00000105538	Ensembl Gene Model	MGI:3780311	Gm2142	predicted gene 2142	pseudogene
ENSMUSG00000109301	Ensembl Gene Model	MGI:5753743	Gm45167	predicted gene 45167	pseudogene
ENSMUSG00000067995	Ensembl Gene Model	MGI:1915955	Gtf2f2	general transcription factor IIF, polypeptide 2	protein coding gene
ENSMUSG00000083256	Ensembl Gene Model	MGI:1934756	Kars1-ps1	lysyl-tRNA synthetase 1, pseudogene 1	pseudogene
ENSMUSG00000059033	Ensembl Gene Model	MGI:3647504	Rpl18a-ps1	ribosomal protein L18A, pseudogene 1	pseudogene
ENSMUSG00000082455	Ensembl Gene Model	MGI:3651571	Gm13665	predicted gene 13665	pseudogene
ENSMUSG00000029322	Ensembl Gene Model	MGI:2445289	Plac8	placenta-specific 8	protein coding gene
ENSMUSG00000099423	Ensembl Gene Model	MGI:5010011	Gm17826	predicted gene, 17826	pseudogene
ENSMUSG00000025014	Ensembl Gene Model	MGI:98659	Dntt	deoxynucleotidyltransferase, terminal	protein coding gene
ENSMUSG00000016534	Ensembl Gene Model	MGI:96748	Lamp2	lysosomal-associated membrane protein 2	protein coding gene
ENSMUSG00000075149	Ensembl Gene Model	MGI:3030972	Or5w15	olfactory receptor family 5 subfamily W member 15	protein coding gene
ENSMUSG00000083162	Ensembl Gene Model	MGI:3647066	Gm4917	predicted gene 4917	pseudogene
ENSMUSG00000037344	Ensembl Gene Model	MGI:1933532	Slc12a9	solute carrier family 12 (potassium/chloride transporters), member 9	protein coding gene
ENSMUSG00000083546	Ensembl Gene Model	MGI:107797	Tpt1-ps1	tumor protein, translationally-controlled, pseudogene 1	pseudogene
ENSMUSG00000022536	Ensembl Gene Model	MGI:1921272	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	protein coding gene
ENSMUSG00000056267	Ensembl Gene Model	MGI:1915371	Cep70	centrosomal protein 70	protein coding gene
ENSMUSG00000070530	Ensembl Gene Model	MGI:2670994	Wfdc16	WAP four-disulfide core domain 16	protein coding gene
ENSMUSG00000101177	Ensembl Gene Model	MGI:5580292	Gm29586	predicted gene 29586	pseudogene
ENSMUSG00000081065	Ensembl Gene Model	MGI:3649302	Gm13576	predicted gene 13576	pseudogene
ENSMUSG00000113554	Ensembl Gene Model	MGI:5595917	Gm36758	predicted gene, 36758	pseudogene
ENSMUSG00000084302	Ensembl Gene Model	MGI:3651099	Gm12194	predicted gene 12194	pseudogene
ENSMUSG00000086338	Ensembl Gene Model	MGI:3030930	Or8h6	olfactory receptor family 8 subfamily H member 6	protein coding gene
ENSMUSG00000042726	Ensembl Gene Model	MGI:1923551	Trafd1	TRAF type zinc finger domain containing 1	protein coding gene
ENSMUSG00000061731	Ensembl Gene Model	MGI:894663	Ext1	exostosin glycosyltransferase 1	protein coding gene
ENSMUSG00000111953	Ensembl Gene Model	MGI:5010822	Gm18637	predicted gene, 18637	pseudogene
ENSMUSG00000033938	Ensembl Gene Model	MGI:1914166	Ndufb7	NADH:ubiquinone oxidoreductase subunit B7	protein coding gene
ENSMUSG00000112378	Ensembl Gene Model	MGI:6096095	Gm47261	predicted gene, 47261	pseudogene
ENSMUSG00000044308	Ensembl Gene Model	MGI:1861100	Ubr3	ubiquitin protein ligase E3 component n-recognin 3	protein coding gene
ENSMUSG00000071341	Ensembl Gene Model	MGI:99252	Egr4	early growth response 4	protein coding gene
ENSMUSG00000106050	Ensembl Gene Model	MGI:88088	Ass-ps1	argininosuccinate synthetase pseudogene 1	pseudogene
ENSMUSG00000051669	Ensembl Gene Model	MGI:2146559	AU021092	expressed sequence AU021092	protein coding gene
ENSMUSG00000024973	Ensembl Gene Model	MGI:1913977	Plaat5	phospholipase A and acyltransferase 5	protein coding gene
ENSMUSG00000038570	Ensembl Gene Model	MGI:1914618	Saxo2	stabilizer of axonemal microtubules 2	protein coding gene
ENSMUSG00000031756	Ensembl Gene Model	MGI:1919405	Cenpn	centromere protein N	protein coding gene
ENSMUSG00000108117	Ensembl Gene Model	MGI:5690654	Gm44262	predicted gene, 44262	pseudogene
ENSMUSG00000094286	Ensembl Gene Model	MGI:3650991	Gm12424	predicted gene 12424	pseudogene
ENSMUSG00000099637	Ensembl Gene Model	MGI:5579443	Gm28737	predicted gene 28737	pseudogene
ENSMUSG00000112886	Ensembl Gene Model	MGI:5010524	Gm18339	predicted gene, 18339	pseudogene
ENSMUSG00000110431	Ensembl Gene Model	MGI:3030726	Or8c14-ps1	olfactory receptor family 8 subfamily C member 14, pseudogene 1	polymorphic pseudogene
ENSMUSG00000015176	Ensembl Gene Model	MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	protein coding gene
ENSMUSG00000067750	Ensembl Gene Model	MGI:2676610	Khdc1a	KH domain containing 1A	protein coding gene
ENSMUSG00000051258	Ensembl Gene Model	MGI:3031196	Or2w4	olfactory receptor family 2 subfamily W member 4	protein coding gene
ENSMUSG00000042766	Ensembl Gene Model	MGI:2673000	Trim46	tripartite motif-containing 46	protein coding gene
ENSMUSG00000101057	Ensembl Gene Model	MGI:5579763	Gm29057	predicted gene 29057	pseudogene
ENSMUSG00000080051	Ensembl Gene Model	MGI:3709641	Gm14510	predicted gene 14510	pseudogene
ENSMUSG00000024030	Ensembl Gene Model	MGI:107704	Abcg1	ATP binding cassette subfamily G member 1	protein coding gene
ENSMUSG00000016252	Ensembl Gene Model	MGI:1855697	Atp5f1e	ATP synthase F1 subunit epsilon	protein coding gene
ENSMUSG00000083632	Ensembl Gene Model	MGI:3649460	Gm11786	predicted gene 11786	pseudogene
ENSMUSG00000030064	Ensembl Gene Model	MGI:2141794	Frmd4b	FERM domain containing 4B	protein coding gene
ENSMUSG00000095251	Ensembl Gene Model	MGI:3710527	Tdpoz7	Td and POZ domain containing 7	protein coding gene
ENSMUSG00000086962	Ensembl Gene Model	MGI:3651124	Faxdc2	fatty acid hydroxylase domain containing 2	protein coding gene
ENSMUSG00000020131	Ensembl Gene Model	MGI:97514	Pcsk4	proprotein convertase subtilisin/kexin type 4	protein coding gene
ENSMUSG00000033054	Ensembl Gene Model	MGI:107605	Npat	nuclear protein in the AT region	protein coding gene
ENSMUSG00000083570	Ensembl Gene Model	MGI:3708086	Gm14671	predicted gene 14671	pseudogene
ENSMUSG00000094500	Ensembl Gene Model	MGI:1919882	Smim18	small integral membrane protein 18	protein coding gene
ENSMUSG00000022617	Ensembl Gene Model	MGI:1328313	Chkb	choline kinase beta	protein coding gene
ENSMUSG00000081239	Ensembl Gene Model	MGI:3650063	Gm11836	predicted gene 11836	pseudogene
ENSMUSG00000020109	Ensembl Gene Model	MGI:1931881	Dnajb12	DnaJ heat shock protein family (Hsp40) member B12	protein coding gene
ENSMUSG00000090967	Ensembl Gene Model	MGI:1351347	Vmn2r61	vomeronasal 2, receptor 61	protein coding gene
ENSMUSG00000081457	Ensembl Gene Model	MGI:3651425	Gm13488	predicted gene 13488	pseudogene
ENSMUSG00000073733	Ensembl Gene Model	MGI:1923416	Cplane2	ciliogenesis and planar polarity effector 2	protein coding gene
ENSMUSG00000084412	Ensembl Gene Model	MGI:3651841	Gm12044	predicted gene 12044	pseudogene
ENSMUSG00000103074	Ensembl Gene Model	MGI:5434281	Gm20925	predicted gene, 20925	pseudogene
ENSMUSG00000022216	Ensembl Gene Model	MGI:1096367	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	protein coding gene
ENSMUSG00000025993	Ensembl Gene Model	MGI:1315204	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1	protein coding gene
ENSMUSG00000112181	Ensembl Gene Model	MGI:6096546	Gm47538	predicted gene, 47538	pseudogene
ENSMUSG00000092460	Ensembl Gene Model	MGI:3648906	Gm8878	predicted gene 8878	pseudogene
ENSMUSG00000078500	Ensembl Gene Model	MGI:3649925	Zfp986	zinc finger protein 986	protein coding gene
ENSMUSG00000072492	old symbol	MGI:3643153	Gm10364	predicted pseudogene 10364	pseudogene
ENSMUSG00000072492	Ensembl Gene Model	MGI:3643153	Gm10364	predicted pseudogene 10364	pseudogene
ENSMUSG00000096277	Ensembl Gene Model	MGI:5434497	Gm21142	predicted gene, 21142	pseudogene
ENSMUSG00000095690	Ensembl Gene Model	MGI:3643959	Rab11b-ps2	RAB11B, member RAS oncogene family, pseudogene 2	pseudogene
ENSMUSG00000060956	old symbol	MGI:3642362	Gm10092	predicted gene 10092	pseudogene
ENSMUSG00000060956	Ensembl Gene Model	MGI:3642362	Gm10092	predicted gene 10092	pseudogene
ENSMUSG00000032232	Ensembl Gene Model	MGI:1915428	Cgnl1	cingulin-like 1	protein coding gene
ENSMUSG00000080072	Ensembl Gene Model	MGI:3705652	Spin2-ps2	spindlin family, member 2, pseudogene 2	pseudogene
ENSMUSG00000108566	Ensembl Gene Model	MGI:5591835	Gm32676	predicted gene, 32676	pseudogene
ENSMUSG00000072950	old symbol	MGI:3642569	Gm10444	predicted pseudogene 10444	pseudogene
ENSMUSG00000072950	Ensembl Gene Model	MGI:3642569	Gm10444	predicted pseudogene 10444	pseudogene
ENSMUSG00000037493	Ensembl Gene Model	MGI:1929293	Cib2	calcium and integrin binding family member 2	protein coding gene
ENSMUSG00000104504	Ensembl Gene Model	MGI:3644942	Gm7445	predicted gene 7445	pseudogene
ENSMUSG00000081529	Ensembl Gene Model	MGI:3705607	Gm14884	predicted gene 14884	pseudogene
ENSMUSG00000022139	Ensembl Gene Model	MGI:2145597	Mbnl2	muscleblind like splicing factor 2	protein coding gene
ENSMUSG00000024176	Ensembl Gene Model	MGI:98370	Sox8	SRY (sex determining region Y)-box 8	protein coding gene
ENSMUSG00000082018	Ensembl Gene Model	MGI:3645541	Gm6322	predicted gene 6322	pseudogene
ENSMUSG00000024134	Ensembl Gene Model	MGI:102778	Six2	sine oculis-related homeobox 2	protein coding gene
ENSMUSG00000027865	Ensembl Gene Model	MGI:1338001	Gdap2	ganglioside-induced differentiation-associated-protein 2	protein coding gene
ENSMUSG00000019841	Ensembl Gene Model	MGI:1337131	Rev3l	REV3 like, DNA directed polymerase zeta catalytic subunit	protein coding gene
ENSMUSG00000044303	Ensembl Gene Model	MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	protein coding gene
ENSMUSG00000064057	Ensembl Gene Model	MGI:1915912	Scgb3a1	secretoglobin, family 3A, member 1	protein coding gene
ENSMUSG00000100098	Ensembl Gene Model	MGI:5434742	Gm21387	predicted gene, 21387	pseudogene
ENSMUSG00000081744	Ensembl Gene Model	MGI:3647813	Gm5721	predicted gene 5721	pseudogene
ENSMUSG00000114667	Ensembl Gene Model	MGI:2656172	Ctsm-ps	cathepsin M, pseudogene	pseudogene
ENSMUSG00000027248	Ensembl Gene Model	MGI:95834	Pdia3	protein disulfide isomerase associated 3	protein coding gene
ENSMUSG00000118098	Ensembl Gene Model	MGI:5010610	Gm18425	predicted gene, 18425	pseudogene
ENSMUSG00000055298	Ensembl Gene Model	MGI:1349426	Ctsj	cathepsin J	protein coding gene
ENSMUSG00000021236	Ensembl Gene Model	MGI:1321385	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	protein coding gene
ENSMUSG00000003184	Ensembl Gene Model	MGI:1859179	Irf3	interferon regulatory factor 3	protein coding gene
ENSMUSG00000053581	Ensembl Gene Model	MGI:2140729	Zfand2a	zinc finger, AN1-type domain 2A	protein coding gene
ENSMUSG00000094514		No associated gene			
ENSMUSG00000078254	Ensembl Gene Model	MGI:3652056	Krtap29-1	keratin associated protein 29-1	protein coding gene
ENSMUSG00000066440	Ensembl Gene Model	MGI:1924767	Zfyve26	zinc finger, FYVE domain containing 26	protein coding gene
ENSMUSG00000081584	Ensembl Gene Model	MGI:3650738	Gm12716	predicted gene 12716	pseudogene
ENSMUSG00000110679	Ensembl Gene Model	MGI:3781583	Rpl10-ps5	ribosomal protein L10, pseudogene 5	pseudogene
ENSMUSG00000109832	Ensembl Gene Model	MGI:3030496	Or52n21-ps1	olfactory receptor family 52 subfamily N member 21, pseudogene 1	pseudogene
ENSMUSG00000033287	Ensembl Gene Model	MGI:1920094	Kctd17	potassium channel tetramerisation domain containing 17	protein coding gene
ENSMUSG00000116826	Ensembl Gene Model	MGI:6215131	Gm49682	predicted gene, 49682	pseudogene
ENSMUSG00000064068	Ensembl Gene Model	MGI:103025	Mtx1	metaxin 1	protein coding gene
ENSMUSG00000092629	Ensembl Gene Model	MGI:3648935	Vmn1r-ps85	vomeronasal 1 receptor, pseudogene 85	pseudogene
ENSMUSG00000037712	Ensembl Gene Model	MGI:2385001	Fermt2	fermitin family member 2	protein coding gene
ENSMUSG00000117722	Ensembl Gene Model	MGI:5011095	Gm18910	predicted gene, 18910	pseudogene
ENSMUSG00000115505	Ensembl Gene Model	MGI:3648323	Gm9247	predicted gene 9247	pseudogene
ENSMUSG00000106268	Ensembl Gene Model	MGI:5010677	Gm18492	predicted gene, 18492	pseudogene
ENSMUSG00000106885	Ensembl Gene Model	MGI:103210	Eif3s6-ps4	eukaryotic translation initiation factor 3, subunit 6, pseudogene 4	pseudogene
ENSMUSG00000024925	Ensembl Gene Model	MGI:1915459	Rnaseh2c	ribonuclease H2, subunit C	protein coding gene
ENSMUSG00000090078	Ensembl Gene Model	MGI:3801802	Gm16147	predicted gene 16147	pseudogene
ENSMUSG00000099992	Ensembl Gene Model	MGI:5434790	Gm21435	predicted gene, 21435	pseudogene
ENSMUSG00000021301	Ensembl Gene Model	MGI:2444115	Hecw1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	protein coding gene
ENSMUSG00000025176	Ensembl Gene Model	MGI:1914682	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1	protein coding gene
ENSMUSG00000086524	Ensembl Gene Model	MGI:3645788	Pabpc1l2a	poly(A) binding protein, cytoplasmic 1-like 2A	protein coding gene
ENSMUSG00000094344	Ensembl Gene Model	MGI:3650608	Gm11942	predicted gene 11942	pseudogene
ENSMUSG00000041229	Ensembl Gene Model	MGI:2444341	Phf8	PHD finger protein 8	protein coding gene
ENSMUSG00000048154	Ensembl Gene Model	MGI:2682319	Kmt2d	lysine (K)-specific methyltransferase 2D	protein coding gene
ENSMUSG00000016262	Ensembl Gene Model	MGI:2443496	Sertad4	SERTA domain containing 4	protein coding gene
ENSMUSG00000115477	Ensembl Gene Model	MGI:5012255	Gm20070	predicted gene, 20070	pseudogene
ENSMUSG00000109894	Ensembl Gene Model	MGI:3644469	Gm5904	predicted gene 5904	pseudogene
ENSMUSG00000112973	Ensembl Gene Model	MGI:6098056	Gm48520	predicted gene, 48520	pseudogene
ENSMUSG00000026615	Ensembl Gene Model	MGI:97838	Eprs1	glutamyl-prolyl-tRNA synthetase 1	protein coding gene
ENSMUSG00000116837	Ensembl Gene Model	MGI:3761533	Vmn2r-ps115	vomeronasal 2, receptor, pseudogene 115	pseudogene
ENSMUSG00000075081	Ensembl Gene Model	MGI:3031081	Or4a74	olfactory receptor family 4 subfamily A member 74	protein coding gene
ENSMUSG00000022868	Ensembl Gene Model	MGI:107189	Ahsg	alpha-2-HS-glycoprotein	protein coding gene
ENSMUSG00000081905	Ensembl Gene Model	MGI:3651832	Gm11370	predicted gene 11370	pseudogene
ENSMUSG00000040913	Ensembl Gene Model	MGI:1354698	Fbxw4	F-box and WD-40 domain protein 4	protein coding gene
ENSMUSG00000118647	Ensembl Gene Model	MGI:6847955	Gm55744	predicted gene, 55744	pseudogene
ENSMUSG00000059921	Ensembl Gene Model	MGI:1095412	Unc5c	unc-5 netrin receptor C	protein coding gene
ENSMUSG00000083534	Ensembl Gene Model	MGI:95918	H2-M6-ps	histocompatibility 2, M region locus 6, pseudogene	pseudogene
ENSMUSG00000034543	Ensembl Gene Model	MGI:1921772	Morc2a	microrchidia 2A	protein coding gene
ENSMUSG00000075053	old symbol	MGI:1270159	Vdac3-ps1	voltage-dependent anion channel 3, pseudogene 1	pseudogene
ENSMUSG00000075053	Ensembl Gene Model	MGI:1270159	Vdac3-ps1	voltage-dependent anion channel 3, pseudogene 1	pseudogene
ENSMUSG00000063796	Ensembl Gene Model	MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	protein coding gene
ENSMUSG00000029388	Ensembl Gene Model	MGI:2384802	Eif2b1	eukaryotic translation initiation factor 2B, subunit alpha	protein coding gene
ENSMUSG00000014748	Ensembl Gene Model	MGI:1096575	Tex261	testis expressed gene 261	protein coding gene
ENSMUSG00000117114	Ensembl Gene Model	MGI:6270542	Gm49867	predicted gene, 49867	pseudogene
ENSMUSG00000018347	Ensembl Gene Model	MGI:1289293	Zkscan6	zinc finger with KRAB and SCAN domains 6	protein coding gene
ENSMUSG00000033454	Ensembl Gene Model	MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	protein coding gene
ENSMUSG00000036322	Ensembl Gene Model	MGI:95900	H2-Ea	histocompatibility 2, class II antigen E alpha	polymorphic pseudogene
ENSMUSG00000098201	Ensembl Gene Model	MGI:5504098	Gm26983	predicted gene, 26983	pseudogene
ENSMUSG00000031486	Ensembl Gene Model	MGI:1925810	Adgra2	adhesion G protein-coupled receptor A2	protein coding gene
ENSMUSG00000029594	Ensembl Gene Model	MGI:1921361	Rbm19	RNA binding motif protein 19	protein coding gene
ENSMUSG00000081651	Ensembl Gene Model	MGI:3782978	Gm15530	predicted gene 15530	pseudogene
ENSMUSG00000107691	Ensembl Gene Model	MGI:5690293	Gm43901	predicted gene, 43901	pseudogene
ENSMUSG00000093895	Ensembl Gene Model	MGI:5434029	Gm21865	predicted gene, 21865	protein coding gene
ENSMUSG00000074665	Ensembl Gene Model	MGI:2685852	Bpifb4	BPI fold containing family B, member 4	protein coding gene
ENSMUSG00000105835	Ensembl Gene Model	MGI:5663689	Gm43552	predicted gene 43552	protein coding gene
ENSMUSG00000042705	Ensembl Gene Model	MGI:1916706	Commd10	COMM domain containing 10	protein coding gene
ENSMUSG00000116918	Ensembl Gene Model	MGI:6214975	Gm49578	predicted gene, 49578	pseudogene
ENSMUSG00000073840	Ensembl Gene Model	MGI:3651073	Mup-ps2	major urinary protein, pseudogene 2	pseudogene
ENSMUSG00000041669	Ensembl Gene Model	MGI:1926097	Prima1	proline rich membrane anchor 1	protein coding gene
ENSMUSG00000027952	Ensembl Gene Model	MGI:1915853	Pmvk	phosphomevalonate kinase	protein coding gene
ENSMUSG00000093685	Ensembl Gene Model	MGI:5010601	Gm18416	predicted gene, 18416	pseudogene
ENSMUSG00000116217	Ensembl Gene Model	MGI:5826132	Gm46495	predicted gene, 46495	pseudogene
ENSMUSG00000006395	Ensembl Gene Model	MGI:1915430	Hyi	hydroxypyruvate isomerase (putative)	polymorphic pseudogene
ENSMUSG00000108938	Ensembl Gene Model	MGI:5753159	Gm44583	predicted gene 44583	pseudogene
ENSMUSG00000037455	Ensembl Gene Model	MGI:1923556	Slc18b1	solute carrier family 18, subfamily B, member 1	protein coding gene
ENSMUSG00000037855	Ensembl Gene Model	MGI:2143676	Zfp365	zinc finger protein 365	protein coding gene
